"nr","cod LMI","val","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","adresa","latitudine","longitudine","cota","cod postal","stare generală","program","tipul monumentului","datare","tipul patrimoniului","observatii"
911,"CJ-II-m-B-07425","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Calea Moților 70",46.765838,23.578099,345,400370,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX","Patrimoniu domestic urban",
912,"CJ-II-m-B-07426","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Liceu","Calea Moților 82",46.765403,23.576733,345,400370,"Stare medie","Clădire pentru învățământ",,1900,"Patrimoniu reprezentativ",
913,"CJ-II-m-B-07427","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biserica reformată","Calea Moților 84",46.765076,23.575415,346,400370,"Stare bună","Clădire de cult","Biserică",1913,"Patrimoniu religios",
914,"CJ-II-m-B-07428","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Calea Moților 94",46.764677,23.574555,346,400370,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX","Patrimoniu domestic urban",
915,"CJ-II-m-B-07429","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Calea Moților 104",46.764148,23.573772,347,400370,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
916,"CJ-II-m-B-07430","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Calea Moților 137",46.763633,23.573652,349,400370,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
917,"CJ-II-m-B-07431","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Mureșanu Andrei 15",46.765864,23.601603,357,400071,"Stare foarte bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XX","Patrimoniu domestic urban",
918,"CJ-II-m-B-07432","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Mureșanu Andrei 16",46.766394,23.600614,357,400071,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1911,"Patrimoniu domestic urban",
919,"CJ-II-m-B-07433","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Mureșanu Andrei 20",46.7658,23.601033,359,400071,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1906,"Patrimoniu domestic urban",
920,"CJ-II-m-B-07434","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Palatul Mikes","Piața Muzeului 4",46.771909,23.587193,346,400019,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu reprezentativ","În curs de restaurare."
921,"CJ-II-m-B-07435","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Muzeului 5",46.771834,23.58698,346,400019,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVII - XX","Patrimoniu domestic urban",
922,"CJ-II-m-B-07436","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Hotel ""Continental""","Str. Napoca 1",46.768526,23.589691,351,400088,"Stare medie","Clădire pentru turism",,1895,"Patrimoniu reprezentativ",
923,"CJ-II-m-B-07437","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Palatul Bornemisza","Str. Napoca 2-4 și Piața Unirii 9",46.768735,23.589326,350,400009,"Stare bună","Clădire cu alte funcțiuni","Locuire civilă","sec. XV - XIX","Patrimoniu reprezentativ","Dublă înregistrare -v. CJ-II-m-B-07478"
924,"CJ-II-m-B-07438","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Napoca 3",46.768369,23.589259,350,400088,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX","Patrimoniu domestic urban",
925,"CJ-II-m-B-07439","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Napoca 5",46.768261,23.589067,350,400088,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX","Patrimoniu domestic urban",
934,"CJ-II-m-B-07440","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Napoca 68",46.768369,23.588702,350,400009,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIIII","Patrimoniu domestic urban","Str. Napoca 6."
926,"CJ-II-m-B-07441","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Napoca 7",46.768156,23.588905,350,400088,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX","Patrimoniu domestic urban",
927,"CJ-II-m-B-07442","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Napoca 9",46.768086,23.588756,350,400088,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI-XVIII","Patrimoniu domestic urban",
928,"CJ-II-m-B-07443","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Napoca 10",46.767949,23.587768,350,400009,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX","Patrimoniu domestic urban",
929,"CJ-II-m-B-07444","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Institutul de Istorie Națională","Str. Napoca 11",46.768024,23.588542,350,400088,"Stare bună","Clădire pentru învățământ",,"sec. XVIII-XIX","Patrimoniu reprezentativ",
930,"CJ-II-m-B-07445","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Napoca 12",46.767896,23.587611,350,400009,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1905,"Patrimoniu domestic urban",
931,"CJ-II-m-B-07446","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Napoca 14",46.767838,23.587488,350,400009,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX","Patrimoniu domestic urban",
932,"CJ-II-m-B-07447","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Napoca 15",46.767823,23.588152,350,400088,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
933,"CJ-II-m-B-07448","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Napoca 18",46.767712,23.586957,350,400009,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban","Posibil se referă la Str. Samuil Micu nr. 12."
935,"CJ-II-m-B-07449","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Paris 79",46.78116,23.599187,333,400055,"Stare foarte bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1920,"Patrimoniu domestic urban",
936,"CJ-II-m-B-07450","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Clinica medicală","Str. Pasteur 1",46.761642,23.584847,391,400349,"Stare bună","Clădire pentru sănătate",,1900,"Patrimoniu reprezentativ",
937,"CJ-II-m-B-07451","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Institutul de Igienă","Str. Pasteur 6",46.76237,23.583911,387,400349,"Stare bună","Clădire pentru sănătate",,1900,"Patrimoniu reprezentativ",
939,"CJ-II-m-B-07452","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Petroșani 2",46.770829,23.587137,346,400022,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XIX","Patrimoniu domestic urban","Str. Virgil Fulicea 2."
943,"CJ-II-m-B-07453","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Republicii 7",46.766785,23.587243,354,400015,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XX","Patrimoniu domestic urban","În curs de restaurare."
944,"CJ-II-m-B-07454","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Republicii 41",46.762728,23.589368,390,400015,"Stare foarte bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XX","Patrimoniu domestic urban",
946,"CJ-II-m-B-07456","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Republicii 68",46.760212,23.590769,410,400489,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1930,"Patrimoniu domestic urban",
947,"CJ-II-m-B-07457","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Roosevelt F.D. 2",46.771018,23.587316,347,400021,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XIX","Patrimoniu domestic urban",
949,"CJ-II-m-B-07459","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Șincai Gheorghe 17",46.767655,23.586751,350,400004,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1907,"Patrimoniu domestic urban",
950,"CJ-II-m-B-07460","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Cazarma ""Sf. Gheorghe""","Piața Ștefan cel Mare 3",46.769372,23.599121,346,400133,"Stare bună","Clădiri cu caracter militar (fortificații, cetăți etc.)",,"1834 -1837","Patrimoniu reprezentativ",
952,"CJ-II-m-B-07462","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Teatrul Maghiar","Aleea Tineretului",46.772493,23.584014,341,400376,"Stare bună","Clădire cu alte funcțiuni",,"1912-1913","Patrimoniu reprezentativ","Splaiul Independenței."
956,"CJ-II-m-B-07465","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Tomis 1",46.769188,23.593038,346,400134,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV - XIX","Patrimoniu domestic urban","Hermann Oberth 1."
957,"CJ-II-m-B-07466","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Toplița 1-3",46.771245,23.587987,347,400419,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1820,"Patrimoniu domestic urban","Strada Sextil Pușcariu 1-3. A nu se confunda cu Aleea Toplița!"
958,"CJ-II-m-B-07467","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Toplița 5",46.77132,23.588259,347,400419,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1796,"Patrimoniu domestic urban","În curs de restaurare."
959,"CJ-II-m-B-07468","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Toplița 10",46.771429,23.588736,347,400419,"Stare foarte bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban","Posibil alterat puternic sau înlocuit."
961,"CJ-II-m-B-07470","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Primăria veche","Piața Unirii 1",46.769041,23.591254,349,400133,"Stare bună","Clădire administrativă (primărie, prefectură, guvern, minister ș.a.)",,"1843 -1846","Patrimoniul administrativ",
962,"CJ-II-m-B-07471","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 2",46.768955,23.591016,349,400133,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI-XVIII","Patrimoniu domestic urban","În curs de restaurare."
963,"CJ-II-m-B-07472","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 3",46.768909,23.590909,349,400133,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
964,"CJ-II-m-B-07473","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 4",46.768882,23.590795,349,400133,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI","Patrimoniu domestic urban",
965,"CJ-II-m-B-07474","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 5",46.768869,23.590685,349,400133,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI","Patrimoniu domestic urban",
966,"CJ-II-m-B-07475","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 6",46.768823,23.590566,349,400133,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XIX","Patrimoniu domestic urban",
967,"CJ-II-m-B-07476","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Banca Națională","Piața Unirii 7",46.768803,23.590379,350,400133,"Stare medie","Clădire financiar-comerț",,"sec. XX","Patrimoniu reprezentativ",
968,"CJ-II-m-B-07477","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Palatul Sebestyen","Piața Unirii 8 și str. Universității 1-3",46.768711,23.590135,350,400015,"Stare medie","Clădire cu funcțiuni mixte (se precizează care funcțiuni și în ce proporție)",,"1912-1913","Patrimoniu reprezentativ",
969,"CJ-II-m-B-07478","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Palatul Bornemisza, fost și sediu al Societății teatrale maghiare din Ardeal","Piața Unirii 9 și str. Napoca 2-4",46.768735,23.589326,350,400015,"Stare bună","Clădire cu alte funcțiuni",,"sec. XVIII-XIX","Patrimoniu reprezentativ","Dublă înregistrare -v. CJ-II-m-B-07437"
970,"CJ-II-m-B-07479","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa Teleki","Piața Unirii 10",46.768937,23.589157,349,400015,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1827,"Patrimoniu reprezentativ",
971,"CJ-II-m-B-07480","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa în care a locuit Bőlőni Farcas Sándor","Piața Unirii 11",46.769114,23.589049,348,400015,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
972,"CJ-II-m-B-07481","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 12",46.769198,23.588999,348,400015,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XIX","Patrimoniu domestic urban",
973,"CJ-II-m-B-07482","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 13",46.769347,23.588897,348,400113,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XIX","Patrimoniu domestic urban",
974,"CJ-II-m-B-07483","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 14",46.76946,23.588758,347,400015,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV - XIX","Patrimoniu domestic urban",
975,"CJ-II-m-B-07484","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa parohială a bisericii romano-catolice","Piața Unirii 15",46.769595,23.588687,347,400113,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV-XVIII","Patrimoniu religios",
976,"CJ-II-m-B-07485","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 16",46.769786,23.588503,347,400015,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX","Patrimoniu domestic urban",
977,"CJ-II-m-B-07486","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 18",46.770388,23.588349,346,400113,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI","Patrimoniu domestic urban","Dublă înregistrare -v. CJ-II-m-B-07390"
978,"CJ-II-m-B-07487","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 19",46.770436,23.588467,346,400113,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
979,"CJ-II-m-B-07488","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 20",46.770504,23.588598,346,400113,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX","Patrimoniu domestic urban",
980,"CJ-II-m-B-07489","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 21",46.770588,23.588693,346,400113,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XX","Patrimoniu domestic urban",
981,"CJ-II-m-B-07490","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 22",46.770669,23.588782,346,400113,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
982,"CJ-II-m-B-07491","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Imobil administrativ","Piața Unirii 23",46.770755,23.589006,347,400113,"Stare medie","Clădire administrativă (primărie, prefectură, guvern, minister ș.a.)",,1883,"Patrimoniul administrativ",
983,"CJ-II-m-B-07492","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Imobil administrativ","Piața Unirii 24",46.770852,23.589211,347,400113,"Stare bună","Clădire administrativă (primărie, prefectură, guvern, minister ș.a.)",,1883,"Patrimoniul administrativ",
985,"CJ-II-m-B-07493","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 26",46.77094,23.589525,347,400113,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX","Patrimoniu domestic urban",
986,"CJ-II-m-B-07494","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Piața Unirii 27",46.771002,23.589655,347,400113,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
987,"CJ-II-m-B-07495","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Muzeul Farmaciei","Piața Unirii 28 și str. Doja Gheorghe 1",46.771156,23.589714,347,400113,"Stare medie","Clădire cu alte funcțiuni",,"sec. XV-XVIII","Patrimoniu reprezentativ","Piața Unirii 28 și str. Regele Ferdinand 1. În curs de restaurare."
991,"CJ-II-m-B-07500","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Universității 6",46.76778,23.589944,352,400091,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XIX","Patrimoniu domestic urban",
992,"CJ-II-m-B-07501","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Claustrul mănăstirii Piariștilor și Convictus nobilium, azi internatul liceului Báthory (zid de incintă medievală pe limita de parcelă)","Str. Universității 7-9 și str. Brătianu 2",46.767141,23.590739,354,400091,"Stare medie","Clădire de cult","Mănăstire",1735,"Patrimoniu religios","Str. Universității 7-9 și str. Mihail Kogălniceanu 2"
993,"CJ-II-m-B-07502","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Universității 8",46.767497,23.589976,352,400091,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX","Patrimoniu domestic urban",
994,"CJ-II-m-B-07503","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Seminarul Báthory - Apor, azi liceu","Str. Universității 10",46.767138,23.589961,352,400091,"Stare medie","Clădire pentru învățământ",,"1721- 1727","Patrimoniu reprezentativ",
995,"CJ-II-m-B-07504","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biserica romano-catolică ""Sf. Elisabeta""","Str. Vuia Traian 76, Cartier Someșeni",46.783939,23.654386,321,400387,"Stare medie","Clădire de cult","Biserică",1700,"Patrimoniu religios",
996,"CJ-II-m-B-07505","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Zola Emile 1 și str.Gh.Doja 15",46.772013,23.589191,346,400112,"Stare foarte bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XX","Patrimoniu domestic urban",
997,"CJ-II-m-B-07506","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Monetăria veche","Str. Zola Emile 4",46.77194,23.588423,348,400112,"Stare foarte bună","Clădire financiar-comerț",,1608,"Patrimoniu reprezentativ",
998,"CJ-II-m-B-07507","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Zrinyi 7",46.76587,23.600443,358,400071,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XX","Patrimoniu domestic urban",
830,"CJ-II-m-B-20937","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă secesion","Str. Hosssu luliu, Cardinal 1",46.770914,23.583841,342,400029,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","1902, extindere 1930","Patrimoniu domestic urban",
